x,y
7.483570765056164,5.317041419297289
8.238442690503462,6.313817913844814
3.82923312638332,5.259517825830492
12.896064077536957,5.860460837491745
2.652628070325239,5.725536026151579
2.6829115359376887,5.120562147857846
6.209811357830171,4.252031853205321
-3.624589162565164,5.062627482455416
-0.06415560167211898,5.5885483995571645
0.45987962239394553,4.552617779198825
12.32824384460777,5.264534219708079
5.337641023439619,4.545151088271926
2.2780863773740867,5.466553553825919
-0.754967887111514,5.625418811007402
1.996806550405975,5.224983750124034
1.9914669388530153,6.511366910705362
4.93251387631033,4.765373442626459
9.112724560515947,4.667493810017387
6.044317975023778,4.224197925672135
-1.6409302444921525,5.518116741521474
8.692332899977051,5.502820968713982
4.421758588058797,5.219337782646426
-2.392609951837137,4.968093474963175
2.6968061452010628,6.034273335731349
6.718091447842307,4.3421759067823595
6.6204198469739755,5.16895063175021
1.6153899984702065,5.767005773304521
10.154997612479754,5.958768071469719
0.8039123838868073,5.214472574489272
6.656317157017819,5.985327076273415
2.6041288107735507,5.28860461400171
-0.531674870030141,4.682276025551597
9.06262911197099,6.213744017142494
4.639949392098331,6.002119738735214
6.80818012523817,5.012928147236925
6.80697802754207,6.3228219398795815
4.8208698044502425,6.338786193488404
-8.098725520448722,5.893141502625134
5.435235341190856,5.220595589720479
5.458803882677512,4.207458651239464
3.9016405608124405,5.614267542907048
12.389470223707582,5.089037869035812
0.9575319855340619,5.098945773849278
9.57701058851037,5.59725066579581
2.351198981164806,5.707960459868013
5.485387746740202,5.981186994319733
1.4897345306132381,5.203402712041338
3.039459234339212,4.521891031120728
6.48060138532288,5.556633163307934
5.025567283212304,5.259247719974912
-2.076853710252071,5.147612806340784
3.286427417366152,4.918633638467028
4.193571441669954,5.642430514088724
14.430929506052653,5.504746687699103
6.287751953613822,5.355332450540299
-4.593856076495207,5.3840916747304695
5.3011510497051315,6.877945267491172
4.038195176094387,5.580928405400168
4.826441151473784,4.69879317742828
10.714114072575104,5.8511598196120636
8.955159735215235,4.854367527123157
12.013971554680495,4.558889362324631
7.9342854690013525,6.714273375485987
0.04731837434655828,5.0602213622383365
5.498256825438206,5.097914607530281
-2.7533171553306635,5.441137784883616
-0.3115185686305244,5.684155458381109
0.40287882883098425,6.329960643010524
1.0837335383188145,5.206763090276595
9.06758608684835,4.6614814101396265
6.137299673020648,6.184285652569456
-3.0374161728061377,5.510780315119383
6.299413971242118,5.869093723066386
-1.1847535543904097,4.607726032149434
7.609707828084488,5.578190803939912
6.252464251729383,5.607868925698185
1.599876392107546,5.539352218296601
6.465362366493405,4.971389149184179
14.328872555723784,5.684299752547072
-0.956517486013243,5.793932165180298
0.1265916488633928,5.8722507622454705
10.79297789503702,4.907590608988973
9.816880646221609,5.647668556161899
9.11030079997245,6.5380757895923685
3.7730594199856475,4.947758301385506
0.5524278518723835,4.910513829020736
4.614491452929479,5.604691184889986
6.383453996650095,5.896309949421614
5.065009459389536,6.27212044629439
3.6767158338102197,7.032101499953771
8.12833673882503,4.88570546615023
-0.35446249030556154,5.689483449145911
3.8826860733707456,5.828400296455255
7.366188122867724,5.356302652405876
0.7660314096579751,4.491091665188481
2.7674252396648944,5.913839276594083
6.07046872065102,4.652556732772807
5.86590462925591,5.631190427837303
0.580712818994335,5.492235063567317
5.291043592229999,4.7142178213016255
6.788936801741416,5.73647071582094
10.415256215876385,6.032281231220942
-1.8883468397854553,4.837304976050927
7.575176336043299,5.708271570547325
7.57523843153024,7.7116388943928325
7.854452553465835,6.081339384108358
9.770008817466012,5.790834750783478
3.423653776798272,5.85538153229596
1.135873927312141,5.257908835955995
2.573182260854483,5.449124483631793
16.573292833367542,4.279640884444951
8.431300951872567,4.4323704772862085
2.6403406710528325,6.05337035818042
5.321400095477314,4.753353133242416
1.423481453700159,5.807758649360805
1.3481668414143166,5.5298751537491855
5.227859199519069,5.00903979143651
15.719720446626628,5.7803514133908065
-5.125712933288035,5.511872588861657
1.69106767615806,5.911460000877734
1.0373963078364967,5.3311581351198605
7.524936394902286,5.919453116502073
-1.0014820352788811,5.199299258495431
2.6252734441952192,5.0080024604557725
13.827271201405484,5.642989026576573
-1.304419771675226,5.950717168232866
15.610780985063165,6.019479156330688
-2.596849829770067,5.10945955628025
11.334555745933113,4.975398320628732
7.219097140731142,5.864780432057602
0.36534764210958526,5.36428478636292
-11.206336700345362,4.785367415199426
3.737159243034198,4.65133009082109
13.162056519658176,4.541915173223621
2.7997775665150817,5.4784443463716554
12.206366445330579,4.538482709292336
10.815818760774798,5.406139836611752
0.09245674476024535,5.677262084557962
5.99529847786735,5.039869873704723
5.3490104249500945,5.168811841882944
5.56758672625624,5.797278404712627
12.930084080726761,4.65731070070389
15.665166873281333,4.228747320286499
4.241074524822083,5.752990323890746
6.404959338675163,5.026380288107643
3.9593887482136236,5.1041994392047005
2.0531762152789423,5.909761258212614
6.785077429825237,4.984254242843607
9.497999377166252,5.5843797125259655
9.0643105941948,5.777777305154167
0.8550249453896386,5.063891375881818
8.736468025616308,5.766222159260079
4.895492030179259,5.470396429985269
11.388324478942124,5.045057166698502
7.735486905850189,5.278684408539664
3.9115939838638987,6.059266111192313
9.12708174494015,5.888105781600383
11.527394035771646,5.4126023049796546
8.409764856474819,5.213839946043926
6.620831762442211,5.321914167379389
5.484979824963591,5.757094215262148
0.9088965838326374,6.655432365411277
-0.03008690749850995,4.671486832327361
10.790554367500338,5.874997616377761
8.120599085260775,5.777007305558568
4.938766135765427,4.861647377108501
5.379022790968632,4.993702973092733
9.875598667088756,5.311765571098717
0.8725140160374423,5.207168495008204
7.064657271378122,5.061765268317615
0.8888980221678427,5.546212326895147
6.224832855543614,5.095834094777321
