a,b,c,d,e
39.95362675812742,17.22519684211728,1.4967141530112327,10.861735698828815,3.0
40.96490715462707,34.45259972874835,1.6476885381006925,12.523029856408025,3.0
14.619402512130003,41.40832429485904,0.765846625276664,10.76586304305082,3.0
29.787818749558966,26.860928190663664,2.5792128155073915,11.767434729152908,3.0
7.756082444656876,5.860753432485577,0.5305256140650478,11.542560043585965,3.0
19.357328285816106,15.546548577891745,0.5365823071875377,10.534270246429744,3.0
10.868376451771045,36.42372870138402,1.2419622715660341,9.086719755342202,3.0
2.6054685664410493,1.7706661693463521,-0.7249178325130328,10.437712470759028,3.0
27.302640362166063,40.24944654546701,-0.012831120334423796,11.314247332595274,3.0
35.87774369602619,25.651885649459576,0.0919759244787891,9.587696298664708,3.0
29.859173524953693,22.31074350071527,2.465648768921554,10.774223699513465,3.0
49.46297726779767,38.44751316750814,1.0675282046879238,9.575251813786544,3.0
11.126829008157845,35.84782492108127,0.45561727547481734,11.110922589709865,3.0
7.2318761752101395,26.947881365902777,-0.1509935774223028,11.375698018345672,3.0
37.1395524852588,15.558936984865696,0.399361310081195,10.708306250206723,3.0
23.742078480894552,39.54330928282469,0.3982933877706031,12.852278184508938,3.0
24.464109159212597,39.2233861180174,0.9865027752620661,9.9422890710441,3.0
30.00628454961029,18.434450721386845,1.8225449121031891,9.779156350028977,3.0
4.802575883341786,23.480716808504447,1.2088635950047555,9.040329876120225,3.0
46.48737573895459,9.01290028198437,-0.3281860488984305,11.196861235869124,3.0
27.302084113630322,15.292012686174356,1.7384665799954104,11.17136828118997,3.0
20.808653718739258,15.226374937401538,0.8843517176117595,10.698896304410711,3.0
49.492896372209,26.52747923641361,-0.4785219903674274,10.280155791605292,3.0
10.099188159779954,0.5501957961991544,0.5393612290402126,12.057122226218915,3.0
13.90743363533971,20.16023797408301,1.3436182895684614,9.236959844637266,3.0
42.38721939533294,15.001244022464638,1.324083969394795,10.614917719583683,3.0
41.56490572879501,33.550973793248254,0.3230779996940413,11.611676288840869,3.0
23.37436349190783,11.376182166923032,2.030999522495951,11.931280119116199,3.0
24.762481222190193,6.378099247088986,0.16078247677736146,10.690787624148786,3.0
43.56810670733713,16.196347720667664,1.3312634314035638,11.97554512712236,3.0
37.817615752259194,46.27948822530744,0.5208257621547101,10.814341023336183,3.0
45.22573949385901,41.10275441496166,-0.1063349740060282,9.80379337591933,3.0
3.032704727968727,9.919726953325508,1.812525822394198,12.356240028570824,3.0
0.1806619058721648,3.789628977328902,0.9279898784196662,12.003532897892024,3.0
20.673091418176686,29.82439645656239,1.361636025047634,10.354880245394876,3.0
38.459614050551956,3.214350649043335,1.361395605508414,12.53803656646597,3.0
8.934061589985298,46.34936428374431,0.9641739608900485,12.564643655814006,3.0
17.7593269592748,15.863095793120884,-1.6197451040897444,11.821902504375224,3.0
4.530360419234469,4.944057492249431,1.0870470682381712,10.700992649534133,3.0
17.10164972811487,46.07934251390096,1.0917607765355024,9.012431085399108,3.0
44.666251695637015,41.05641575941675,0.7803281121624881,11.357112571511747,3.0
36.785497992379526,48.68385311410917,2.4778940447415163,10.481729781726353,3.0
14.428359865664737,19.908550329118334,0.1915063971068124,10.498242956415464,3.0
47.15250553543614,1.471242625257696,1.9154021177020741,11.328751109659684,3.0
17.408406400869435,43.78361580811181,0.4702397962329612,11.513267433113356,3.0
27.365517020545337,29.011949596665403,1.0970775493480405,11.968644990532889,3.0
2.44472318329898,30.305320398986403,0.2979469061226476,10.672337853402231,3.0
40.013029701620155,23.026907376989996,0.6078918468678424,9.536485051867881,3.0
41.8843649703739,18.854100168962297,1.296120277064576,11.26105527217989,3.0
8.009508899165912,22.231706508421762,1.0051134566424609,10.765412866624853,3.0
26.652503999951595,40.876293658813054,-0.41537074205041424,10.57935467723464,3.0
8.684602598579861,44.37924257487458,0.6572854834732305,10.19772273077838,3.0
9.929668928087315,0.3872413797475105,0.8387142883339909,11.40405085681454,3.0
18.820016189702592,12.144043761332785,2.8861859012105304,11.174577812831838,3.0
7.6168017509732735,9.539414133262337,1.2575503907227643,10.925554084233832,3.0
29.25303199617762,10.848755696822993,-0.9187712152990415,10.973486124550783,3.0
27.813038998325695,44.84668082830959,1.0602302099410263,13.463242112485286,3.0
26.956473362367657,11.131083588616464,0.8076390352188775,11.301547342333613,3.0
44.8370867854829,39.23764799968236,0.9652882302947567,9.831321962380468,3.0
7.153161127098989,5.257389700807763,2.1428228145150205,11.751933032686773,3.0
11.941439235196293,48.76062563761615,1.791031947043047,10.09061254520526,3.0
12.39940854037202,13.443474253770354,2.402794310936099,9.59814893720772,3.0
49.576177378956004,26.25396113659265,1.5868570938002704,13.190455625809978,3.0
18.607636414371186,10.606761372131773,0.009463674869311656,10.433702270397228,3.0
12.470222569993716,26.172346344812553,1.0996513650876412,10.4965243458838,3.0
30.470090374192534,4.002691155619425,-0.5506634310661327,11.068562974806028,3.0
4.181160340003926,21.40085291844412,-0.06230371372610488,11.47359243063518,3.0
33.64589604740079,37.98567970862645,0.08057576576619685,12.54993440501754,3.0
36.94233238398524,18.367263908216437,0.21674670766376292,10.677938483794325,3.0
44.65911382761996,47.94544207987791,1.8135172173696699,9.769135683566045,3.0
37.5247027996575,32.7310453696364,1.2274599346041295,12.307142754282427,3.0
6.015309324633311,9.996282730561495,-0.6074832345612275,11.184633858532305,3.0
42.14088736166223,20.485788900936754,1.2598827942484236,11.78182287177731,3.0
47.30809064234972,37.68781005020968,-0.23695071087808195,9.679543386915723,3.0
19.10283951168921,3.050121980136633,1.5219415656168978,11.296984673233187,3.0
43.97181864088688,5.007183022849205,1.2504928503458765,11.346448209496975,3.0
48.03685768153483,8.864739491495133,0.3199752784215092,11.232253697161003,3.0
15.368433340890647,26.43897846058168,1.2930724732986811,10.285648581973632,3.0
10.119501177774309,37.1677957379539,2.865774511144757,11.473832920911788,3.0
44.09050602039745,16.68068198755116,-0.1913034972026486,11.65655360863383,3.0
31.190088536607153,20.258374221196757,0.02531832977267856,11.787084603742452,3.0
38.20766229164047,19.966227511873587,2.158595579007404,10.179317681648289,3.0
24.552953655723297,40.7407901592907,1.9633761292443217,11.412780926936499,3.0
32.344065514988515,23.118820931686585,1.8220601599944901,12.896792982653947,3.0
18.414999018099703,10.288330998065376,0.7546118839971295,10.24626383564251,3.0
35.80513508106682,28.818486900259906,0.1104855703744767,10.184189715034561,3.0
39.345974457971884,0.031324692496598194,0.9228982905858958,11.341151974816643,3.0
1.408267448227224,26.218394486798562,1.276690799330019,11.827183249036024,3.0
34.98025670448456,46.327507372157115,1.0130018918779071,12.453534077157316,3.0
46.362391773973016,19.03669986929895,0.7353431667620439,13.720169166589619,3.0
14.667196337383276,14.36811610774375,1.625667347765006,10.142842443583717,3.0
41.271783353637574,7.1274909248298375,-0.07089249806111231,11.482472415243185,3.0
19.601430586778417,44.575758080462776,0.7765372146741492,11.714000494092092,3.0
27.51153006812672,9.038721023338658,1.4732376245735448,10.927171087343128,3.0
6.532651806575462,41.89783292881836,0.15320628193159502,9.485152775314136,3.0
35.10951510953383,24.112460908814565,0.5534850479329789,11.856398794323471,3.0
9.899757362060729,45.42832640835714,1.214093744130204,9.754261221288012,3.0
24.608005789044878,40.14763907688744,1.173180925851182,11.385317379728837,3.0
40.21131942611325,47.24303104847317,0.116142563798867,11.153725105945528,3.0
17.446887382539515,35.974908561784325,1.0582087184459998,9.857029702169378,3.0
48.209207726616704,19.6478295647124,1.3577873603482833,11.560784526368234,3.0
30.276621816658157,29.415358081700937,2.083051243175277,12.053802052034904,3.0
40.32125288498949,10.901983938373055,-0.37766936795709105,10.062174960084878,3.0
6.559737600640291,29.892923686094125,1.5150352672086598,11.513785950912208,3.0
15.507002038456086,36.35677789001417,1.515047686306048,14.85273149065472,3.0
37.506364557935335,41.19174699426307,1.570890510693167,12.135565640180598,3.0
41.34032738187462,29.168035451353795,1.9540017634932023,11.651391251305798,3.0
18.690658161021105,25.342140133027392,0.6847307553596544,11.758969220493267,3.0
47.60812042115171,33.0997024915379,0.2271747854624282,10.763181393259991,3.0
35.56329454199249,48.4337088784144,0.5146364521708966,11.081874139386322,3.0
33.77997358263395,17.17290048565749,3.3146585666735087,9.132734807408251,3.0
32.02529916966852,20.599356805178488,1.6862601903745134,9.387284128810348,3.0
44.476298334222,24.076274479876385,0.5280681342105665,12.088950596967367,3.0
42.97305513965706,29.20335575280248,1.0642800190954627,9.922255222070694,3.0
1.9638127573759268,16.184720921814904,0.2846962907400318,11.679597748934675,3.0
20.189436565896283,14.99520543466918,0.26963336828286333,11.216458589581976,3.0
14.585575149452257,40.478123342934694,1.0455718399038139,10.348399652394184,3.0
2.5904724672215496,39.53731084433579,3.1439440893253257,11.633919022318011,3.0
5.017755989869727,26.93955166621034,-1.0251425866576072,11.186454314769428,3.0
28.446132542518892,6.301145315678669,0.338213535231612,11.852433334796224,3.0
46.10169188313613,37.59400209759513,0.20747926156729934,10.8852635585331,3.0
31.158776598621845,15.587951175407532,1.5049872789804573,11.865755194170122,3.0
7.752947839906077,44.477725224242775,-0.20029640705577623,10.665498764159052,3.0
29.09680506388326,46.254921052496215,0.5250546888390438,10.346670767426287,3.0
4.437177416810462,19.7369699655423,2.765454240281097,11.404981710960955,3.0
15.414417934619474,24.728062392612078,-0.2608839543350452,11.917861947054776,3.0
47.665737826237226,33.38812621668984,3.1221561970126332,12.032465260551147,3.0
31.155670310502874,12.574655235537385,-0.5193699659540134,10.51576592713375,3.0
20.146826028863572,3.8496168106324946,2.2669111491866225,10.29233053438122,3.0
9.790500333205038,31.486189117724724,1.4438194281462284,11.774634053429336,3.0
39.0205489174028,22.170163355831036,0.07306952842191705,10.9404746439382,3.0
15.562704001766637,23.64021205614962,-2.2412673400690726,9.97561235866571,3.0
31.97776516606267,15.114075195883798,0.7474318486068396,9.752216818035151,3.0
